Player,Pos,Ht,Wt
Kirk Snyder,G,198.12,102.06
Chips Sobek,G-F,182.88,81.65
Ricky Sobers,G,190.5,89.81
Ron Sobie,G,190.5,83.91
Mike Sojourner,F-C,205.74,102.06
Willie Sojourner,F-C,203.2,102.06
Will Solomon,G,185.42,83.91
Willie Somerset,G,172.72,77.11
Darius Songaila,F,205.74,112.49
Dave Sorenson,F,203.2,102.06
James Southerland,F,203.2,97.52
Gino Sovran,G-F,187.96,79.38
Pape Sow,F,208.28,113.4
Ken Spain,C,205.74,102.06
Ray Spalding,F,208.28,97.52
Jim Spanarkel,G-F,195.58,86.18
Vassilis Spanoulis,G,193.04,88.45
Daniel Sparks,F,203.2,90.72
Guy Sparrow,F,198.12,98.88
Rory Sparrow,G,187.96,79.38
Odie Spears,G,195.58,92.99
Art Spector,F,193.04,90.72
Marreese Speights,F-C,208.28,115.67
Omari Spellman,F,203.2,111.13
Andre Spencer,F,198.12,95.25
Elmore Spencer,C,213.36,122.47
Felton Spencer,C,213.36,120.2
Lou Spicer,F,187.96,88.45
Craig Spitzer,C,213.36,102.06
Tiago Splitter,F-C,210.82,111.13
Art Spoelstra,C,205.74,99.79
Bruce Spraggins,F,195.58,85.28
Latrell Sprewell,G,195.58,86.18
Larry Spriggs,F,200.66,104.33
Jim Springer,C,205.74,106.59
Jim Spruill,G,187.96,102.06
Ryan Stack,F,210.82,97.52
Jerry Stackhouse,G-F,198.12,98.88
Kevin Stacom,G,190.5,83.91
Erv Staggs,G-F,198.12,88.45
Bud Stallworth,G-F,195.58,86.18
Dave Stallworth,F-C,200.66,90.72
Ed Stanczak,F,185.42,83.91
Terence Stansbury,G,195.58,77.11
John Starks,G,190.5,81.65
Keith Starr,G-F,198.12,86.18
Nik Stauskas,G,198.12,92.99
Larry Staverman,F,200.66,92.99
Larry Steele,G-F,195.58,81.65
Matt Steigenga,F,200.66,102.06
Vladimir Stepania,C,213.36,107.05
D.J. Stephens,G-F,195.58,85.28
Everette Stephens,G,187.96,79.38
Jack Stephens,G-F,190.5,83.91
Joe Stephens,F,200.66,95.25
Lance Stephenson,G-F,198.12,104.33
Alex Stepheson,F,208.28,122.47
Brook Steppe,G-F,195.58,88.45
Barry Stevens,G-F,195.58,88.45
Wayne Stevens,F,190.5,83.91
DeShawn Stevenson,G,195.58,95.25
Dennis Stewart,F,198.12,99.79
Kebu Stewart,F,203.2,108.41
Larry Stewart,F,203.2,99.79
Michael Stewart,C,208.28,104.33
Norm Stewart,F,195.58,92.99
Greg Stiemsma,C,210.82,117.93
Steve Stipanovich,C,210.82,111.13
Bryant Stith,G,195.58,94.35
Sam Stith,G,187.96,83.91
Tom Stith,F,195.58,95.25
Alex Stivrins,F,203.2,99.79
David Stockton,G,180.34,74.84
John Stockton*,G,185.42,77.11
Peja Stojaković,F,208.28,103.87
Ed Stokes,C,213.36,119.75
Greg Stokes,F-C,208.28,99.79
Jarnell Stokes,F-C,205.74,119.29
Maurice Stokes*,F-C,200.66,105.23
Art Stolkey,G,185.42,81.65
Randy Stoll,C,200.66,106.59
Diamond Stone,C,210.82,115.67
George Stone,F,200.66,88.45
Julyan Stone,G,198.12,90.72
Awvee Storey,G-F,198.12,100.7
Damon Stoudamire,G,177.8,77.56
Salim Stoudamire,G,185.42,81.19
Amar'e Stoudemire,F-C,208.28,111.13
Paul Stovall,F,193.04,97.52
D.J. Strawberry,G,195.58,91.17
Joe Strawder,C,208.28,106.59
Bill Stricker,F,205.74,95.25
Erick Strickland,G,190.5,95.25
Mark Strickland,F,205.74,95.25
Rod Strickland,G,190.5,79.38
Roger Strickland,F,195.58,90.72
John Stroeder,F,208.28,117.93
Derek Strong,F,203.2,99.79
Lamont Strothers,G,193.04,86.18
John Stroud,F,200.66,97.52
Red Stroud,G,182.88,72.57
Max Strus,G,198.12,97.52
Rodney Stuckey,G,195.58,95.25
Gene Stump,G-F,187.96,83.91
Stan Stutz,G-F,177.8,77.11
Gary Suiter,F-C,205.74,102.06
Jared Sullinger,F,205.74,117.93
DaJuan Summers,F,203.2,104.33
Edmond Sumner,G,193.04,79.83
Barry Sumpter,F-C,210.82,97.52
Don Sunderlage,G,185.42,81.65
Bruno Šundov,C,218.44,99.79
Jon Sundvold,G,187.96,77.11
Bob Sura,G,195.58,90.72
Dick Surhoff,F,193.04,95.25
George Sutor,C,203.2,106.59
Dane Suttle,G,190.5,86.18
Greg Sutton,G,187.96,77.11
Keith Swagerty,F,200.66,106.59
Bennie Swain,F,203.2,99.79
Caleb Swanigan,F,205.74,117.93
Norm Swanson,F,198.12,95.25
Dan Swartz,F,193.04,97.52
Mike Sweetney,F,203.2,124.74
Robert Swift,C,213.36,111.13
Skeeter Swift,G,190.5,92.53
Stromile Swift,F,205.74,102.06
Aaron Swinson,F,195.58,104.33
Pape Sy,F,200.66,102.06
Buck Sydnor,G,177.8,79.38
Larry Sykes,F,205.74,115.67
Brett Szabo,C,210.82,104.33
Wally Szczerbiak,F,200.66,110.68
Walt Szczerbiak,F,198.12,95.25
Žan Tabak,C,213.36,111.13
Yuta Tabuse,G,175.26,74.84
Chris Taft,F,208.28,117.93
Sid Tanenbaum,G,182.88,72.57
Dragan Tarlać,C,208.28,117.93
Roy Tarpley,F-C,210.82,104.33
Levern Tart,G-F,187.96,88.45
Earl Tatum,G-F,195.58,83.91
Jayson Tatum,F,203.2,92.53
Edy Tavares,C,220.98,117.93
Anthony Taylor,G,193.04,79.38
Brian Taylor,G,187.96,83.91
Donell Taylor,G,198.12,81.65
Fatty Taylor,G,182.88,79.38
Fred Taylor,G-F,195.58,81.65
Isaiah Taylor,G,190.5,77.11
Jay Taylor,G,190.5,86.18
Jeff Taylor,G,193.04,79.38
Jeffery Taylor,F,200.66,102.06
Jermaine Taylor,G,193.04,95.25
Johnny Taylor,F,205.74,99.79
Leonard Taylor,F,203.2,99.79
Maurice Taylor,F,205.74,117.93
Mike Taylor,G,187.96,74.84
Oliver Taylor,G-F,187.96,88.0
Ronald Taylor,C,215.9,120.2
Tyshawn Taylor,G,190.5,83.91
Vince Taylor,G-F,195.58,81.65
Terry Teagle,G-F,195.58,88.45
Jeff Teague,G,190.5,88.45
Marquis Teague,G,187.96,85.73
Mirza Teletović,F,205.74,109.77
Sebastian Telfair,G,182.88,74.84
Collis Temple,F,203.2,99.79
Garrett Temple,G,195.58,88.45
Miloš Teodosić,G,195.58,88.9
Ira Terrell,F-C,203.2,90.72
Jared Terrell,G,190.5,102.97
Carlos Terry,G-F,195.58,95.25
Chuck Terry,F,198.12,97.52
Claude Terry,G-F,193.04,88.45
Emanuel Terry,F,205.74,99.79
Jason Terry,G,187.96,83.91
Hasheem Thabeet,C,220.98,119.29
Tom Thacker,G-F,187.96,77.11
Floyd Theard,G,185.42,77.11
Daniel Theis,C,203.2,97.52
Reggie Theus,G,200.66,86.18
Peter Thibeaux,F,200.66,95.25
Bill Thieben,F-C,200.66,97.52
Justus Thigpen,G,185.42,72.57
David Thirdkill,G-F,200.66,88.45
Adonis Thomas,F,200.66,90.72
Billy Thomas,G,193.04,94.35
Carl Thomas,G,193.04,79.38
Charles Thomas,G,190.5,79.38
Etan Thomas,F,205.74,116.12
Irving Thomas,F,203.2,102.06
Isaiah Thomas,G,175.26,83.91
Isiah Thomas*,G,185.42,81.65
Jamel Thomas,F,198.12,97.52
James Thomas,F,203.2,106.59
Jim Thomas,G,190.5,86.18
Joe Thomas,F,198.12,92.99
John Thomas,F,205.74,120.2
Kenny Thomas,F,200.66,118.39
Khyri Thomas,G,190.5,95.25
Kurt Thomas,F,205.74,104.33
Lance Thomas,F,203.2,108.86
Malcolm Thomas,F,205.74,102.06
Matt Thomas,G,193.04,86.18
Ronald Thomas,F,198.12,97.52
Terry Thomas,F,203.2,99.79
Tim Thomas,F,208.28,104.33
Tyrus Thomas,F,205.74,97.52
Willis Thomas,G,187.96,83.91
Trey Thompkins,F,208.28,111.13
Bernard Thompson,G-F,198.12,95.25
Billy Thompson,F,200.66,88.45
Brooks Thompson,G,193.04,87.54
Corny Thompson,F,203.2,102.06
David Thompson*,G-F,193.04,88.45
Dijon Thompson,G-F,200.66,88.45
George Thompson,G,187.96,90.72
Hollis Thompson,G-F,203.2,93.44
Jack Thompson,G,185.42,83.91
Jason Thompson,F-C,210.82,113.4
John Thompson*,F,208.28,102.06
Kevin Thompson,F-C,210.82,117.93
Klay Thompson,G-F,198.12,97.52
LaSalle Thompson,F-C,208.28,111.13
Mychal Thompson,F-C,208.28,102.51
Mychel Thompson,G,198.12,95.71
Paul Thompson,G-F,198.12,95.25
Stephen Thompson,G,193.04,83.91
Tristan Thompson,F-C,205.74,107.95
Skip Thoren,C,208.28,104.33
Rod Thorn*,G,193.04,88.45
Al Thornton,F,203.2,99.79
Bob Thornton,F-C,208.28,102.06
Dallas Thornton,G,193.04,86.18
Marcus Thornton,G,193.04,92.99
Sindarius Thornwell,G,195.58,97.52
Otis Thorpe,F-C,205.74,102.06
Sedale Threatt,G,187.96,79.38
Nate Thurmond*,F-C,210.82,102.06
Mel Thurston,G,182.88,79.38
Matisse Thybulle,G,195.58,90.72
Hal Tidrick,G-F,185.42,86.18
Dan Tieman,G,182.88,83.91
Darren Tillis,F-C,210.82,97.52
Jack Tingle,F,193.04,92.99
George Tinsley,F,195.58,92.99
Jamaal Tinsley,G,190.5,88.45
Wayman Tisdale,F-C,205.74,108.86
Mike Tobey,C,213.36,117.93
Mike Todorovich,F-C,195.58,99.79
Ray Tolbert,F,205.74,102.06
Tom Tolbert,F-C,200.66,106.59
Anthony Tolliver,F-C,203.2,108.86
Dean Tolson,F,203.2,86.18
Rudy Tomjanovich*,F,203.2,98.88
Andrew Toney,G,190.5,80.74
Sedric Toney,G,187.96,80.74
Andy Tonkovich,G,185.42,83.91
Andy Toolson,G-F,198.12,95.25
Jack Toomay,F-C,198.12,97.52
Bernard Toone,F,205.74,95.25
Irv Torgoff,F,187.96,87.09
Gene Tormohlen,F-C,203.2,104.33
Óscar Torres,F,198.12,95.25
Juan Toscano-Anderson,F,198.12,97.52
Bill Tosheff,G,185.42,79.38
Bob Tough,G-F,182.88,83.91
Axel Toupane,G-F,200.66,89.36
Monte Towe,G,170.18,68.04
Keith Tower,F-C,210.82,113.4
Blackie Towery,F-C,193.04,95.25
Linton Townes,G-F,200.66,86.18
Karl-Anthony Towns,F-C,210.82,112.49
Raymond Townsend,G,190.5,79.38
George Trapp,F-C,203.2,92.99
John Trapp,F,200.66,95.25
Robert Traylor,F,203.2,128.82
Gary Trent,F,203.2,113.4
Gary Trent,G,195.58,94.8
Jeff Trepagnier,G,193.04,90.72
John Tresvant,F-C,200.66,97.52
Allonzo Trier,G,193.04,90.72
Dick Triptow,G-F,182.88,77.11
Kelly Tripucka,G-F,198.12,99.79
Ansley Truitt,C,205.74,97.52
Cezary Trybański,C,218.44,108.86
Jake Tsakalidis,C,218.44,129.27
John Tschogl,F,198.12,93.44
Lou Tsioropoulos,F,195.58,86.18
Nikoloz Tskitishvili,F,213.36,102.06
Al Tucker,F,203.2,86.18
Alando Tucker,F,198.12,92.99
Anthony Tucker,F,203.2,99.79
Jim Tucker,F,200.66,83.91
P.J. Tucker,F,195.58,111.13
Rayjon Tucker,F,195.58,95.25
Trent Tucker,G,195.58,87.54
Ronny Turiaf,F,208.28,112.94
Mirsad Türkcan,F,205.74,107.05
Hedo Türkoğlu,F,208.28,99.79
Andre Turner,G,180.34,72.57
Bill Turner,F,200.66,99.79
Elston Turner,G-F,195.58,86.18
Evan Turner,G,198.12,99.79
Gary Turner,F,200.66,90.72
Henry Turner,G-F,200.66,90.72
Herschell Turner,G,187.96,88.45
Jack Turner,G-F,193.04,77.11
Jack Turner,G-F,195.58,90.72
Jeff Turner,F-C,205.74,104.33
John Turner,F,203.2,111.13
Myles Turner,F-C,210.82,113.4
Wayne Turner,G,187.96,86.18
Melvin Turpin,C,210.82,108.86
Dave Twardzik,G,185.42,79.38
Jack Twyman*,G-F,198.12,95.25
B.J. Tyler,G,185.42,83.91
Jeremy Tyler,C,208.28,117.93
Terry Tyler,G-F,200.66,97.52
Charlie Tyra,F-C,203.2,104.33
Guerschon Yabusele,F,203.2,117.93
Vincent Yarbrough,G-F,200.66,95.25
George Yardley*,G-F,195.58,86.18
Barry Yates,F,200.66,97.52
Wayne Yates,C,203.2,106.59
Charlie Yelverton,G-F,187.96,86.18
Rich Yonakor,F,205.74,99.79
Danny Young,G,190.5,79.38
James Young,G-F,198.12,97.52
Joe Young,G,187.96,81.65
Korleone Young,F,200.66,96.62
Michael Young,G-F,200.66,99.79
Nick Young,G-F,200.66,95.25
Perry Young,G,195.58,95.25
Sam Young,F,198.12,99.79
Thaddeus Young,F,203.2,99.79
Tim Young,C,213.36,99.79
Trae Young,G,185.42,81.65
Sun Yue,G,205.74,92.99
Joe Pace,C,208.28,99.79
Zaza Pachulia,C,210.82,122.47
Robert Pack,G,187.96,81.65
Wayne Pack,G,182.88,74.84
Gerald Paddio,G-F,200.66,92.99
Scott Padgett,F,205.74,108.86
Dana Pagett,G,187.96,81.65
Marcus Paige,G,185.42,79.38
Fred Paine,F,195.58,95.25
Milt Palacio,G,190.5,88.45
Togo Palazzi,G-F,193.04,92.99
Bud Palmer,F-C,193.04,81.65
Errol Palmer,F,195.58,88.45
Jim Palmer,F-C,203.2,101.6
Walter Palmer,F-C,215.9,97.52
Andy Panko,F,205.74,100.7
Georgios Papagiannis,C,215.9,108.86
Kostas Papanikolaou,F,203.2,102.06
Jannero Pargo,G,185.42,79.38
Jeremy Pargo,G,187.96,99.34
Easy Parham,G-F,190.5,90.72
Robert Parish*,C,215.9,104.33
Med Park,G-F,187.96,92.99
Anthony Parker,G,198.12,97.52
Jabari Parker,F,203.2,111.13
Smush Parker,G,193.04,86.18
Sonny Parker,G-F,198.12,90.72
Tony Parker,G,187.96,83.91
Barry Parkhill,G,193.04,83.91
Jack Parkinson,G,182.88,78.93
Charles Parks,F,195.58,95.25
Cherokee Parks,F-C,210.82,106.59
Richard Parks,F,200.66,106.59
Jack Parr,C,205.74,99.79
Doyle Parrack,G-F,182.88,74.84
Charlie Parsley,G,187.96,79.38
Chandler Parsons,F,205.74,104.33
Eric Paschall,F,198.12,115.67
Anžejs Pasečņiks,C,215.9,99.79
Žarko Paspalj,F,205.74,97.52
Marty Passaglia,G,185.42,77.11
George Pastushok,G,185.42,88.45
Myles Patrick,F,203.2,99.79
Stan Patrick,G-F,187.96,83.91
Andrae Patterson,F,205.74,107.95
George Patterson,F-C,203.2,104.33
Lamar Patterson,G-F,195.58,102.06
Patrick Patterson,F,203.2,104.33
Ruben Patterson,F,195.58,101.6
Steve Patterson,C,205.74,102.06
Tom Patterson,F,198.12,99.79
Worthy Patterson,G,187.96,79.38
Justin Patton,C,210.82,109.32
Brandon Paul,G,193.04,90.72
Chris Paul,G,185.42,79.38
Charlie Paulk,F-C,203.2,99.34
Jerry Paulson,G,187.96,83.91
Billy Paultz,F-C,210.82,106.59
Sasha Pavlović,G-F,203.2,99.79
Jim Paxson,G-F,198.12,90.72
Jim Paxson,G-F,198.12,90.72
John Paxson,G,187.96,83.91
Johnny Payak,G-F,193.04,78.93
Adreian Payne,F-C,208.28,107.5
Cameron Payne,G,190.5,86.18
Kenny Payne,G-F,203.2,88.45
Tom Payne,C,218.44,108.86
Elfrid Payton,G,190.5,83.91
Gary Payton*,G,193.04,81.65
Gary Payton,G,190.5,86.18
Mel Payton,G-F,193.04,83.91
George Pearcy,G,185.42,74.84
Henry Pearcy,G,185.42,77.11
Oleksiy Pecherov,C,213.36,105.23
Wiley Peck,G,200.66,99.79
Rich Peek,C,210.82,104.33
Anthony Peeler,G,193.04,94.35
George Peeples,F-C,200.66,86.18
Nikola Peković,C,210.82,139.25
Jake Pelkington,F-C,198.12,99.79
Norvel Pelle,F-C,208.28,97.98
Sam Pellom,F-C,205.74,102.06
Mike Penberthy,G,190.5,83.91
Jerry Pender,G,187.96,83.91
Desmond Penigar,F,200.66,111.13
Kirk Penney,G,195.58,99.79
Mike Peplowski,C,208.28,122.47
Will Perdue,C,213.36,108.86
Kendrick Perkins,C,208.28,122.47
Sam Perkins,F-C,205.74,106.59
Warren Perkins,G-F,190.5,86.18
Kosta Perović,C,218.44,108.86
London Perrantes,G,187.96,90.72
Aulcie Perry,C,208.28,95.25
Curtis Perry,F,200.66,99.79
Elliot Perry,G,182.88,68.04
Ron Perry,G,190.5,86.18
Tim Perry,F-C,205.74,90.72
Chuck Person,F,203.2,99.79
Wesley Person,G,198.12,88.45
Alec Peters,F,205.74,105.23
Jim Petersen,F-C,208.28,106.59
Loy Petersen,G,195.58,92.99
Bob Peterson,F,195.58,95.25
Ed Peterson,C,205.74,99.79
Mel Peterson,G-F,193.04,83.91
Morris Peterson,F,200.66,98.88
Geoff Petrie,G,193.04,86.18
Johan Petro,C,213.36,112.04
Dražen Petrović*,G,195.58,88.45
Richard Petruška,F-C,208.28,117.93
Bob Pettit*,F-C,205.74,92.99
Jerry Pettway,G-F,190.5,83.91
Roger Phegley,G-F,198.12,92.99
Jack Phelan,F,195.58,88.45
James Phelan,G,185.42,79.38
Derrick Phelps,G,193.04,82.1
Michael Phelps,G,193.04,81.65
Andy Phillip*,G-F,187.96,88.45
Eddie Phillips,F,200.66,102.06
Gary Phillips,G,190.5,85.73
Gene Phillips,G,193.04,79.38
Bobby Phills,G,195.58,95.25
Eric Piatkowski,G-F,200.66,97.52
Walter Piatkowski,F,203.2,99.79
Paul Pierce,G-F,200.66,106.59
Ricky Pierce,G,193.04,92.99
Stan Pietkiewicz,G-F,195.58,90.72
Mickaël Piétrus,G-F,198.12,97.52
John Pilch,F,190.5,83.91
Ed Pinckney,F,205.74,88.45
Kevinn Pinkney,F,208.28,111.13
John Pinone,F,203.2,104.33
Theo Pinson,G,195.58,96.16
Dave Piontek,F-C,198.12,104.33
Tom Piotrowski,C,215.9,108.86
Scottie Pippen*,G-F,203.2,95.25
Charles Pittman,F,203.2,99.79
Dexter Pittman,C,210.82,139.71
Zoran Planinić,G,200.66,88.45
Tibor Pleiß,C,220.98,116.12
Marshall Plumlee,C,213.36,113.4
Mason Plumlee,F-C,210.82,107.95
Miles Plumlee,F-C,210.82,112.94
Gary Plummer,F-C,205.74,97.52
Pavel Podkolzin,C,226.06,117.93
Jakob Poeltl,C,215.9,104.33
Vincent Poirier,C,213.36,106.59
Dwayne Polee,G,195.58,81.65
Jim Pollard*,F-C,193.04,83.91
Scot Pollard,C,210.82,120.2
Ralph Polson,F-C,200.66,90.72
Olden Polynice,F-C,210.82,99.79
Cliff Pondexter,F-C,205.74,105.69
Quincy Pondexter,G-F,200.66,104.33
Shamorie Ponds,G,182.88,81.65
Jordan Poole,G,193.04,88.45
David Pope,F,200.66,99.79
Mark Pope,F,208.28,106.59
Dave Popson,F-C,208.28,99.79
Ben Poquette,F-C,205.74,106.59
Chris Porter,F,200.66,98.88
Howard Porter,F-C,203.2,99.79
Kevin Porter,G,182.88,77.11
Kevin Porter,G,193.04,97.98
Michael Porter,F,208.28,97.52
Otto Porter,F,203.2,89.81
Terry Porter,G,190.5,88.45
Willie Porter,F,200.66,92.99
Bobby Portis,F,208.28,111.58
Bob Portman,F,195.58,90.72
Kristaps Porziņģis,F-C,220.98,108.86
James Posey,G-F,203.2,97.52
Lavor Postell,G,195.58,97.52
John Postley,F,195.58,99.79
Vitaly Potapenko,C,208.28,127.01
Leon Powe,F,203.2,108.86
Cincinnatus Powell,F-C,200.66,99.79
Dwight Powell,F-C,208.28,108.86
Josh Powell,F,205.74,102.06
Kasib Powell,F,200.66,97.52
Norman Powell,G,190.5,97.52
Roger Powell,F,198.12,106.59
Alex Poythress,F,205.74,106.59
Marlbert Pradd,G,190.5,77.11
Mike Pratt,G-F,193.04,88.45
Paul Pressey,G-F,195.58,83.91
Phil Pressey,G,180.34,79.38
Dominic Pressley,G,187.96,77.11
Harold Pressley,G-F,200.66,95.25
Stephen Previs,G,190.5,83.01
A.J. Price,G,187.96,82.1
Brent Price,G,185.42,74.84
Jim Price,G,190.5,88.45
Mark Price,G,182.88,77.11
Mike Price,G,190.5,90.72
Ronnie Price,G,187.96,86.18
Tony Price,G,198.12,86.18
Bob Priddy,F,190.5,86.18
Pablo Prigioni,G,190.5,83.91
Tayshaun Prince,F,205.74,96.16
John Pritchard,C,205.74,99.79
Kevin Pritchard,G,190.5,81.65
Laron Profit,G-F,195.58,92.53
Gabe Pruitt,G,193.04,77.11
Joel Przybilla,C,215.9,115.67
Les Pugh,F-C,200.66,86.18
Roy Pugh,F-C,198.12,95.25
Anthony Pullard,F,208.28,111.13
Jacob Pullen,G,185.42,90.72
Rodney Purvis,G,193.04,92.99
Don Putman,G,185.42,77.11
Bill Gabor,G-F,180.34,77.11
Wenyen Gabriel,F,205.74,99.79
Dan Gadzuric,C,210.82,108.86
Daniel Gafford,F,208.28,106.14
Deng Gai,F,205.74,113.4
Elmer Gainer,F-C,198.12,88.45
Bill Gaines,G,193.04,83.91
Corey Gaines,G,190.5,88.45
David Gaines,G,185.42,77.11
Reece Gaines,G,198.12,92.99
Sundiata Gaines,G,185.42,83.91
Mike Gale,G,193.04,83.91
Chad Gallagher,C,208.28,115.67
Harry Gallatin*,F-C,198.12,95.25
Gene Gallette,F,187.96,92.99
Danilo Gallinari,F,208.28,105.69
Langston Galloway,G,185.42,90.72
Dave Gambee,F,198.12,97.52
Kevin Gamble,G-F,195.58,95.25
Bob Gantt,F-C,193.04,92.99
Jorge Garbajosa,F,205.74,111.13
Rubén Garcés,F,205.74,111.13
Alex Garcia,G,190.5,99.79
Francisco García,G-F,200.66,88.45
Chuck Gardner,F,203.2,92.99
Earl Gardner,F,190.5,88.45
Kenneth Gardner,F,195.58,92.99
Thomas Gardner,G,195.58,102.06
Vern Gardner,F-C,195.58,90.72
Jack Garfinkel,G,182.88,86.18
Patricio Garino,G-F,198.12,95.25
Darius Garland,G,185.42,79.38
Gary Garland,G,193.04,81.65
Winston Garland,G,187.96,77.11
Dick Garmaker,G-F,190.5,90.72
Bill Garner,C,208.28,99.79
Chris Garner,G,177.8,70.76
Bill Garnett,F,205.74,102.06
Kevin Garnett*,F-C,210.82,108.86
Marlon Garnett,G,187.96,84.37
Billy Garrett,G,198.12,96.62
Calvin Garrett,F,200.66,86.18
Dean Garrett,C,208.28,102.06
Diante Garrett,G,193.04,86.18
Dick Garrett,G,190.5,83.91
Rowland Garrett,F,198.12,95.25
Tom Garrick,G,187.96,83.91
John Garris,F,203.2,92.99
Kiwane Garris,G,187.96,83.01
Pat Garrity,F,205.74,107.95
Jim Garvin,F,200.66,90.72
Marc Gasol,C,210.82,115.67
Pau Gasol,F-C,213.36,113.4
Frank Gates,G,182.88,72.57
Chris Gatling,F-C,208.28,99.79
Kenny Gattison,F-C,203.2,102.06
Rudy Gay,F,203.2,104.33
Ed Gayda,G-F,193.04,95.25
Andrew Gaze,G,200.66,92.99
Michael Gbinije,G,200.66,90.72
Reggie Geary,G,187.96,84.82
Alonzo Gee,G,198.12,102.06
Matt Geiger,C,213.36,110.22
Mickaël Gelabale,F,200.66,97.52
Devean George,G-F,203.2,99.79
Jack George,G,187.96,86.18
Paul George,F,203.2,99.79
Tate George,G,195.58,86.18
Marcus Georges-Hunt,G,195.58,97.98
Gus Gerard,G-F,203.2,90.72
Derrick Gervin,F,203.2,90.72
George Gervin*,G-F,200.66,81.65
Gorham Getchell,C,193.04,92.99
John Gianelli,F-C,208.28,99.79
Dick Gibbs,G-F,195.58,95.25
Daniel Gibson,G,187.96,86.18
Dee Gibson,G-F,180.34,79.38
Hoot Gibson,F-C,195.58,89.81
Jonathan Gibson,G,187.96,83.91
Mel Gibson,G,190.5,81.65
Mike Gibson,F,208.28,92.99
Taj Gibson,F,205.74,102.06
J.R. Giddens,G,195.58,97.52
Trey Gilder,F,205.74,83.91
Harry Giles,F-C,210.82,108.86
Shai Gilgeous-Alexander,G,195.58,82.1
Eddie Gill,G,182.88,86.18
Kendall Gill,G,195.58,88.45
Ben Gillery,C,213.36,106.59
Jack Gillespie,F,198.12,97.52
Armen Gilliam,F-C,205.74,104.33
Herm Gilliam,G-F,190.5,86.18
Artis Gilmore*,C,218.44,108.86
Walt Gilmore,F,198.12,102.06
Chuck Gilmur,F-C,193.04,102.06
Manu Ginóbili,G,198.12,92.99
Gordan Giriček,G-F,198.12,95.25
Jack Givens,G-F,195.58,92.99
Mickell Gladness,C,210.82,99.79
George Glamack,F-C,198.12,102.06
Gerald Glass,G-F,195.58,100.24
Mike Glenn,G,187.96,79.38
Normie Glick,F,200.66,86.18
Georgi Glouchkov,F,203.2,106.59
Clarence Glover,F,203.2,95.25
Dion Glover,G,195.58,103.42
Andreas Glyniadakis,C,215.9,127.01
Mike Gminski,C,210.82,113.4
Rudy Gobert,C,215.9,111.13
Dan Godfread,C,208.28,113.4
Tom Gola*,G-F,198.12,92.99
Ben Goldfaden,F,185.42,83.91
Anthony Goldwire,G,185.42,82.55
Ryan Gomes,F,200.66,113.4
Glen Gondrezick,G-F,198.12,98.88
Grant Gondrezick,G,195.58,92.99
Drew Gooden,F,208.28,113.4
Gail Goodrich*,G,185.42,77.11
Steve Goodrich,F,208.28,99.79
Archie Goodwin,G,195.58,90.72
Brandon Goodwin,G,182.88,81.65
Pop Goodwin,F-C,187.96,92.08
Aaron Gordon,F,203.2,99.79
Ben Gordon,G,190.5,90.72
Drew Gordon,F,205.74,111.13
Eric Gordon,G,190.5,97.52
Lancaster Gordon,G,190.5,83.91
Paul Gordon,F,190.5,83.91
Marcin Gortat,F-C,210.82,108.86
Leo Gottlieb,G,180.34,81.65
Andrew Goudelock,G,190.5,90.72
Gerald Govan,F-C,208.28,99.79
Bato Govedarica,G,180.34,83.91
Joe Graboski,F-C,200.66,88.45
Ricky Grace,G,185.42,81.65
Calvin Graham,G,187.96,88.45
Devonte' Graham,G,185.42,83.91
Greg Graham,G,193.04,78.93
Joey Graham,F,200.66,102.06
Mal Graham,G,185.42,83.91
Orlando Graham,F,203.2,99.79
Paul Graham,G-F,198.12,90.72
Stephen Graham,G,198.12,97.52
Treveon Graham,G,195.58,101.15
Jim Grandholm,F-C,213.36,106.59
Ron Grandison,F,198.12,97.52
Danny Granger,F,205.74,100.7
Stewart Granger,G,190.5,86.18
Brian Grant,F,205.74,115.21
Bud Grant,F,190.5,88.45
Gary Grant,G,190.5,83.91
Greg Grant,G,170.18,63.5
Harvey Grant,F,203.2,88.45
Horace Grant,F-C,208.28,97.52
Jerami Grant,F,203.2,97.07
Jerian Grant,G,193.04,92.99
Josh Grant,F,205.74,101.15
Paul Grant,C,213.36,111.13
Travis Grant,F,200.66,97.52
Donte Grantham,F,203.2,97.52
Don Grate,G-F,187.96,83.91
Butch Graves,G,190.5,90.72
Aaron Gray,C,213.36,122.47
Devin Gray,F,200.66,108.86
Ed Gray,G,190.5,95.25
Evric Gray,F,200.66,106.59
Gary Gray,G,185.42,83.91
Josh Gray,G,182.88,81.65
Leonard Gray,F,203.2,108.86
Stuart Gray,F-C,213.36,106.59
Sylvester Gray,F,198.12,104.33
Wyndol Gray,G-F,185.42,79.38
Jeff Grayer,G-F,195.58,90.72
Bob Greacen,F,200.66,93.44
A.C. Green,F-C,205.74,99.79
Danny Green,G-F,198.12,97.52
Devin Green,G,200.66,95.25
Draymond Green,F,198.12,104.33
Erick Green,G,193.04,83.91
Gerald Green,G-F,198.12,92.99
JaMychal Green,F,203.2,102.97
Javonte Green,F,193.04,99.79
Jeff Green,F,203.2,106.59
Johnny Green,F-C,195.58,90.72
Ken Green,F,203.2,97.52
Kenny Green,F,198.12,95.25
Lamar Green,F-C,200.66,95.25
Litterial Green,G,185.42,83.91
Luther Green,F,200.66,86.18
Mike Green,F-C,208.28,90.72
